acc	subtype	type
209541_at	1.1	ps
230087_at	1.1	ps
201058_s_at	1.1	ps
235183_at	1.1	ps
209540_at	1.1	ps
214505_s_at	1.1	ps
235201_at	1.1	ps
227088_at	1.1	ps
238669_at	1.1	ps
228854_at	1.1	ps
203638_s_at	1.1	ps
211276_at	1.1	ps
229839_at	1.1	ps
243278_at	1.1	ps
209687_at	1.1	ps
230645_at	1.1	ps
229800_at	1.1	ps
220595_at	1.1	ps
205547_s_at	1.1	ps
219685_at	1.1	ps
235173_at	1.1	ps
238592_at	1.1	ps
223395_at	1.1	ps
235759_at	1.1	ps
210170_at	1.1	ps
204748_at	1.1	ps
1555724_s_at	1.1	ps
204894_s_at	1.1	ps
227727_at	1.1	ps
219230_at	1.1	ps
205700_at	1.1	ps
216333_x_at	1.1	ps
208451_s_at	1.1	ps
227236_at	1.1	ps
209283_at	1.1	ps
210298_x_at	1.1	ps
235849_at	1.1	ps
227762_at	1.1	ps
228107_at	1.1	ps
1557961_s_at	1.1	ps
212843_at	1.1	ps
202768_at	1.1	ps
225782_at	1.1	ps
209621_s_at	1.1	ps
215870_s_at	1.1	ps
219064_at	1.1	ps
213438_at	1.1	ps
214428_x_at	1.1	ps
222924_at	1.1	ps
221747_at	1.1	ps
1553102_a_at	1.1	ps
235004_at	1.1	ps
201539_s_at	1.1	ps
231773_at	1.1	ps
205653_at	1.1	ps
1552309_a_at	1.1	ps
225328_at	1.1	ps
212713_at	1.1	ps
213714_at	1.1	ps
210198_s_at	1.1	ps
242736_at	1.1	ps
213832_at	1.1	ps
236038_at	1.1	ps
213924_at	1.1	ps
227183_at	1.1	ps
204916_at	1.1	ps
225996_at	1.1	ps
202376_at	1.1	ps
213993_at	1.1	ps
212886_at	1.1	ps
209167_at	1.1	ps
218711_s_at	1.1	ps
1556427_s_at	1.1	ps
213994_s_at	1.1	ps
221207_s_at	1.1	ps
228186_s_at	1.1	ps
227657_at	1.1	ps
224352_s_at	1.1	ps
205083_at	1.1	ps
219647_at	1.1	ps
52837_at	1.1	ps
200795_at	1.1	ps
213131_at	1.1	ps
212845_at	1.1	ps
201615_x_at	1.1	ps
209488_s_at	1.1	ps
209170_s_at	1.1	ps
211538_s_at	1.1	ps
209436_at	1.1	ps
200907_s_at	1.1	ps
203913_s_at	1.1	ps
236141_at	1.1	ps
224339_s_at	1.1	ps
225575_at	1.1	ps
224663_s_at	1.1	ps
203498_at	1.1	ps
227197_at	1.1	ps
205132_at	1.1	ps
233496_s_at	1.1	ps
200906_s_at	1.1	ps
225345_s_at	1.1	ps
204072_s_at	1.1	ps
218974_at	1.1	ps
210987_x_at	1.1	ps
209487_at	1.1	ps
200621_at	1.1	ps
235489_at	1.1	ps
204069_at	1.1	ps
215813_s_at	1.1	ps
1554007_at	1.1	ps
200974_at	1.1	ps
228962_at	1.1	ps
214071_at	1.1	ps
218625_at	1.1	ps
227623_at	1.1	ps
209242_at	1.1	ps
204793_at	1.1	ps
229504_at	1.1	ps
228640_at	1.1	ps
200897_s_at	1.1	ps
201348_at	1.1	ps
238447_at	1.1	ps
229641_at	1.1	ps
205591_at	1.1	ps
208228_s_at	1.1	ps
228228_at	1.1	ps
204471_at	1.1	ps
225442_at	1.1	ps
241897_at	1.1	ps
232060_at	1.1	ps
225990_at	1.1	ps
1553243_at	1.1	ps
204529_s_at	1.1	ps
221276_s_at	1.1	ps
214724_at	1.1	ps
225790_at	1.1	ps
202388_at	1.1	ps
213925_at	1.1	ps
213933_at	1.1	ps
228325_at	1.1	ps
213413_at	1.1	ps
219778_at	1.1	ps
1554997_a_at	1.1	ps
212554_at	1.1	ps
227705_at	1.1	ps
222885_at	1.1	ps
239708_at	1.1	ps
228783_at	1.1	ps
235570_at	1.1	ps
213974_at	1.1	ps
214023_x_at	1.1	ps
229127_at	1.1	ps
227874_at	1.1	ps
212817_at	1.1	ps
209656_s_at	1.1	ps
201389_at	1.1	ps
231213_at	1.1	ps
204749_at	1.1	ps
213122_at	1.1	ps
225803_at	1.1	ps
219670_at	1.1	ps
212423_at	1.1	ps
216474_x_at	1.1	ps
212551_at	1.1	ps
205902_at	1.1	ps
219791_s_at	1.1	ps
208396_s_at	1.1	ps
226439_s_at	1.1	ps
227688_at	1.1	ps
244741_s_at	1.1	ps
201616_s_at	1.1	ps
228728_at	1.1	ps
219436_s_at	1.1	ps
227561_at	1.1	ps
219728_at	1.1	ps
222162_s_at	1.1	ps
210986_s_at	1.1	ps
205683_x_at	1.1	ps
204422_s_at	1.1	ps
1560359_at	1.1	ps
204491_at	1.1	ps
213156_at	1.1	ps
212813_at	1.1	ps
235086_at	1.1	ps
203710_at	1.1	ps
221019_s_at	1.1	ps
241762_at	1.1	ps
218736_s_at	1.1	ps
207134_x_at	1.1	ps
211562_s_at	1.1	ps
220677_s_at	1.1	ps
203787_at	1.1	ps
201617_x_at	1.1	ps
220955_x_at	1.1	ps
221942_s_at	1.1	ps
212419_at	1.1	ps
213675_at	1.1	ps
205168_at	1.1	ps
204472_at	1.1	ps
241879_at	1.1	ps
221933_at	1.1	ps
217757_at	1.1	ps
227717_at	1.1	ps
213006_at	1.1	ps
225450_at	1.1	ps
239183_at	1.1	ps
1554127_s_at	1.1	ps
212764_at	1.1	ps
205128_x_at	1.1	ps
203543_s_at	1.1	ps
235279_at	1.1	ps
226621_at	1.1	ps
238636_at	1.1	ps
220244_at	1.1	ps
227478_at	1.1	ps
206306_at	1.1	ps
209209_s_at	1.1	ps
204591_at	1.1	ps
207480_s_at	1.1	ps
209655_s_at	1.1	ps
219213_at	1.1	ps
203662_s_at	1.1	ps
224811_at	1.1	ps
212135_s_at	1.1	ps
230008_at	1.1	ps
202822_at	1.1	ps
202566_s_at	1.1	ps
209210_s_at	1.1	ps
209960_at	1.1	ps
204482_at	1.1	ps
205805_s_at	1.1	ps
226771_at	1.1	ps
229942_at	1.1	ps
211564_s_at	1.1	ps
202238_s_at	1.1	ps
230109_at	1.1	ps
212758_s_at	1.1	ps
228414_at	1.1	ps
242332_at	1.1	ps
209191_at	1.1	ps
204570_at	1.1	ps
202237_at	1.1	ps
205756_s_at	1.1	ps
209859_at	1.1	ps
227121_at	1.1	ps
205139_s_at	1.1	ps
213423_x_at	1.1	ps
235518_at	1.1	ps
205952_at	1.1	ps
204030_s_at	1.1	ps
241722_x_at	1.1	ps
208747_s_at	1.1	ps
206953_s_at	1.1	ps
209447_at	1.1	ps
232090_at	1.1	ps
205933_at	1.1	ps
202780_at	1.1	ps
202760_s_at	1.1	ps
228062_at	1.1	ps
230722_at	1.1	ps
226571_s_at	1.1	ps
227307_at	1.1	ps
221541_at	1.1	ps
212136_at	1.1	ps
203562_at	1.1	ps
212414_s_at	1.1	ps
218864_at	1.1	ps
214696_at	1.1	ps
204688_at	1.1	ps
218694_at	1.1	ps
205383_s_at	1.1	ps
1556989_at	1.1	ps
213158_at	1.1	ps
226252_at	1.1	ps
220287_at	1.1	ps
205265_s_at	1.1	ps
209200_at	1.1	ps
214212_x_at	1.1	ps
213547_at	1.1	ps
201061_s_at	1.1	ps
228194_s_at	1.1	ps
210875_s_at	1.1	ps
218223_s_at	1.1	ps
228547_at	1.1	ps
238151_at	1.1	ps
204881_s_at	1.1	ps
227526_at	1.1	ps
225941_at	1.1	ps
235308_at	1.1	ps
204115_at	1.1	ps
235557_at	1.1	ps
212067_s_at	1.1	ps
226751_at	1.1	ps
212387_at	1.1	ps
230067_at	1.1	ps
212192_at	1.1	ps
201508_at	1.1	ps
229844_at	1.1	ps
209199_s_at	1.1	ps
203817_at	1.1	ps
212503_s_at	1.1	ps
216598_s_at	1.1	ps
212077_at	1.1	ps
205870_at	1.1	ps
212793_at	1.1	ps
213306_at	1.1	ps
226250_at	1.1	ps
202759_s_at	1.1	ps
216594_x_at	1.1	ps
242973_at	1.1	ps
227780_s_at	1.1	ps
212526_at	1.1	ps
229716_at	1.1	ps
203542_s_at	1.1	ps
210829_s_at	1.1	ps
214920_at	1.1	ps
236045_x_at	1.1	ps
226344_at	1.1	ps
211071_s_at	1.1	ps
224964_s_at	1.1	ps
228949_at	1.1	ps
214297_at	1.1	ps
225798_at	1.1	ps
223463_at	1.1	ps
213666_at	1.1	ps
214321_at	1.1	ps
209147_s_at	1.1	ps
226066_at	1.1	ps
243509_at	1.1	ps
226705_at	1.1	ps
218502_s_at	1.1	ps
203708_at	1.1	ps
209169_at	1.1	ps
211685_s_at	1.1	ps
226607_at	1.1	ps
231118_at	1.1	ps
207057_at	1.1	ps
1556364_at	1.1	ps
1555630_a_at	1.1	ps
225939_at	1.1	ps
218332_at	1.1	ps
208370_s_at	1.1	ps
227239_at	1.1	ps
205612_at	1.1	ps
213800_at	1.1	ps
221016_s_at	1.1	ps
243041_s_at	1.1	ps
214175_x_at	1.1	ps
203151_at	1.1	ps
205079_s_at	1.1	ps
213058_at	1.1	ps
201060_x_at	1.1	ps
230750_at	1.1	ps
213004_at	1.1	ps
203661_s_at	1.1	ps
206467_x_at	1.2	ps
203571_s_at	1.2	ps
204420_at	1.2	ps
228033_at	1.2	ps
204653_at	1.2	ps
242625_at	1.2	ps
213094_at	1.2	ps
33323_r_at	1.2	ps
1552946_at	1.2	ps
223586_at	1.2	ps
213797_at	1.2	ps
212992_at	1.2	ps
226145_s_at	1.2	ps
206513_at	1.2	ps
1552947_x_at	1.2	ps
203499_at	1.2	ps
238542_at	1.2	ps
203153_at	1.2	ps
206653_at	1.2	ps
205543_at	1.2	ps
1554097_a_at	1.2	ps
202086_at	1.2	ps
218451_at	1.2	ps
227458_at	1.2	ps
205483_s_at	1.2	ps
209260_at	1.2	ps
204972_at	1.2	ps
33322_i_at	1.2	ps
1554539_a_at	1.2	ps
226702_at	1.2	ps
229450_at	1.2	ps
229432_at	1.2	ps
222812_s_at	1.2	ps
205660_at	1.2	ps
1555731_a_at	1.2	ps
219045_at	1.2	ps
214038_at	1.2	ps
217678_at	1.2	ps
223631_s_at	1.2	ps
204747_at	1.2	ps
228607_at	1.2	ps
209921_at	1.2	ps
218400_at	1.2	ps
235456_at	1.2	ps
201012_at	1.2	ps
219211_at	1.2	ps
201474_s_at	1.2	ps
235333_at	1.2	ps
242037_at	1.2	ps
202990_at	1.2	ps
235292_at	1.2	ps
220180_at	1.2	ps
218943_s_at	1.2	ps
204415_at	1.2	ps
235199_at	1.2	ps
1556194_a_at	1.2	ps
210797_s_at	1.2	ps
222646_s_at	1.2	ps
235643_at	1.2	ps
223694_at	1.2	ps
206247_at	1.2	ps
214453_s_at	1.2	ps
226757_at	1.2	ps
228531_at	1.2	ps
202207_at	1.2	ps
1554930_a_at	1.2	ps
235291_s_at	1.2	ps
205659_at	1.2	ps
233011_at	1.2	ps
238462_at	1.2	ps
202206_at	1.2	ps
226245_at	1.2	ps
226246_at	1.2	ps
201313_at	1.2	ps
201641_at	1.2	ps
231880_at	1.2	ps
202208_s_at	1.2	ps
220016_at	1.2	ps
223651_x_at	1.2	ps
219691_at	1.2	ps
202855_s_at	1.2	ps
205266_at	1.2	ps
1554696_s_at	1.2	ps
238794_at	1.2	ps
201037_at	1.2	ps
216325_x_at	1.2	ps
203203_s_at	1.2	ps
213262_at	1.2	ps
205774_at	1.2	ps
214455_at	1.2	ps
202589_at	1.2	ps
33304_at	1.2	ps
241371_at	1.2	ps
210354_at	1.2	ps
235092_at	1.2	ps
220104_at	1.2	ps
237159_x_at	1.2	ps
219582_at	1.2	ps
226603_at	1.2	ps
227272_at	1.2	ps
203988_s_at	1.2	ps
230036_at	1.2	ps
213716_s_at	1.2	ps
202856_s_at	1.2	ps
229744_at	1.2	ps
223078_s_at	1.2	ps
201251_at	1.2	ps
227998_at	1.2	ps
1555733_s_at	1.2	ps
202411_at	1.2	ps
202638_s_at	1.2	ps
208622_s_at	1.2	ps
206133_at	1.2	ps
211864_s_at	1.2	ps
219403_s_at	1.2	ps
208727_s_at	1.2	ps
206486_at	1.2	ps
215719_x_at	1.2	ps
212746_s_at	1.2	ps
236027_at	1.2	ps
236075_s_at	1.2	ps
201798_s_at	1.2	ps
221582_at	1.2	ps
217234_s_at	1.2	ps
205569_at	1.2	ps
216252_x_at	1.2	ps
204858_s_at	1.2	ps
208621_s_at	1.2	ps
227963_at	1.2	ps
207277_at	1.2	ps
1569470_a_at	1.2	ps
234915_s_at	1.2	ps
228499_at	1.2	ps
223542_at	1.2	ps
208613_s_at	1.2	ps
206875_s_at	1.2	ps
207719_x_at	1.2	ps
219519_s_at	1.2	ps
223220_s_at	1.2	ps
31874_at	1.2	ps
219688_at	1.2	ps
1555785_a_at	1.2	ps
204780_s_at	1.2	ps
206106_at	1.2	ps
239834_at	1.2	ps
209485_s_at	1.2	ps
231769_at	1.2	ps
223952_x_at	1.2	ps
224009_x_at	1.2	ps
204955_at	1.2	ps
227529_s_at	1.2	ps
212094_at	1.2	ps
204469_at	1.2	ps
210517_s_at	1.2	ps
227530_at	1.2	ps
232067_at	1.2	ps
203324_s_at	1.2	ps
227486_at	1.2	ps
239719_at	1.2	ps
225688_s_at	1.2	ps
202580_x_at	1.2	ps
225381_at	1.2	ps
226425_at	1.2	ps
226281_at	1.2	ps
203065_s_at	1.2	ps
231067_s_at	1.2	ps
212097_at	1.2	ps
221258_s_at	1.2	ps
229435_at	1.2	ps
204627_s_at	1.2	ps
233487_s_at	1.2	ps
203323_at	1.2	ps
226913_s_at	1.2	ps
202132_at	1.2	ps
204802_at	1.2	ps
210538_s_at	1.2	ps
205730_s_at	1.2	ps
228737_at	1.2	ps
228281_at	1.2	ps
206074_s_at	1.2	ps
226834_at	1.2	ps
213010_at	1.2	ps
232297_at	1.2	ps
204803_s_at	1.2	ps
203066_at	1.2	ps
224624_at	1.2	ps
228082_at	1.2	ps
229400_at	1.3	ps
225355_at	1.3	ps
221974_at	1.3	ps
213447_at	1.3	ps
205892_s_at	1.3	ps
204272_at	1.3	ps
209847_at	1.3	ps
206143_at	1.3	ps
205910_s_at	1.3	ps
1553970_s_at	1.3	ps
213880_at	1.3	ps
203559_s_at	1.3	ps
207457_s_at	1.3	ps
218002_s_at	1.3	ps
218963_s_at	1.3	ps
227736_at	1.3	ps
205506_at	1.3	ps
222484_s_at	1.3	ps
228912_at	1.3	ps
227676_at	1.3	ps
227735_s_at	1.3	ps
205983_at	1.3	ps
216623_x_at	1.3	ps
203895_at	1.3	ps
206286_s_at	1.3	ps
230772_at	1.3	ps
214774_x_at	1.3	ps
219962_at	1.3	ps
205894_at	1.3	ps
205311_at	1.3	ps
228915_at	1.3	ps
206312_at	1.3	ps
218807_at	1.3	ps
215108_x_at	1.3	ps
229215_at	1.3	ps
226622_at	1.3	ps
222257_s_at	1.3	ps
203896_s_at	1.3	ps
204379_s_at	1.3	ps
206754_s_at	1.3	ps
218806_s_at	1.3	ps
220082_at	1.3	ps
204607_at	1.3	ps
231941_s_at	1.3	ps
214433_s_at	1.3	ps
225809_at	1.3	ps
207202_s_at	1.3	ps
209993_at	1.3	ps
44790_s_at	1.3	ps
243669_s_at	1.3	ps
205471_s_at	1.3	ps
222696_at	1.3	ps
219404_at	1.3	ps
236225_at	1.3	ps
211184_s_at	1.3	ps
229964_at	1.3	ps
205472_s_at	1.3	ps
229376_at	1.3	ps
209994_s_at	1.3	ps
209425_at	1.3	ps
219471_at	1.3	ps
205799_s_at	1.3	ps
206387_at	1.3	ps
209426_s_at	1.3	ps
222938_x_at	1.3	ps
223423_at	1.3	ps
222891_s_at	1.3	ps
228463_at	1.3	ps
203953_s_at	1.3	ps
205137_x_at	1.3	ps
206755_at	1.3	ps
220951_s_at	1.3	ps
209424_s_at	1.3	ps
235147_at	1.3	ps
213435_at	1.3	ps
229402_at	1.3	ps
236001_at	1.3	ps
219497_s_at	1.3	ps
242414_at	1.3	ps
204044_at	1.3	ps
230238_at	1.3	ps
238755_at	1.3	ps
205776_at	1.3	ps
1555882_at	1.3	ps
227996_at	1.3	ps
228656_at	1.3	ps
207558_s_at	1.3	ps
239246_at	1.3	ps
223385_at	1.3	ps
230964_at	1.3	ps
201998_at	1.3	ps
226446_at	1.3	ps
209108_at	1.3	ps
212560_at	1.3	ps
207401_at	1.3	ps
210347_s_at	1.3	ps
220161_s_at	1.3	ps
229358_at	1.3	ps
217047_s_at	1.3	ps
238898_at	1.3	ps
235079_at	1.3	ps
232628_at	1.3	ps
207412_x_at	1.3	ps
206696_at	1.3	ps
225016_at	1.3	ps
233518_at	1.3	ps
203954_x_at	1.3	ps
228008_at	1.3	ps
209109_s_at	1.3	ps
211689_s_at	1.3	ps
1552281_at	1.3	ps
214033_at	1.3	ps
206430_at	1.3	ps
231070_at	1.3	ps
227655_at	1.3	ps
241547_at	1.3	ps
227425_at	1.3	ps
204039_at	1.3	ps
221173_at	1.3	ps
218345_at	1.3	ps
223366_at	1.3	ps
226029_at	1.3	ps
210108_at	1.3	ps
230914_at	1.3	ps
205240_at	1.3	ps
219498_s_at	1.3	ps
213369_at	1.3	ps
202925_s_at	1.3	ps
227629_at	1.3	ps
204042_at	1.3	ps
203560_at	1.3	ps
215425_at	1.3	ps
1555935_s_at	1.3	ps
221922_at	1.3	ps
205076_s_at	1.3	ps
223103_at	1.3	ps
214156_at	1.3	ps
230573_at	1.3	ps
229427_at	1.3	ps
223170_at	1.3	ps
228834_at	1.3	ps
212062_at	1.3	ps
230060_at	1.3	ps
219694_at	1.3	ps
230002_at	1.3	ps
1554945_x_at	1.3	ps
227889_at	1.3	ps
204087_s_at	1.3	ps
244650_at	1.3	ps
220532_s_at	1.3	ps
209815_at	1.3	ps
228754_at	1.3	ps
211089_s_at	1.3	ps
207607_at	1.3	ps
205865_at	1.3	ps
227045_at	1.3	ps
213116_at	1.3	ps
226649_at	1.3	ps
210103_s_at	1.3	ps
210964_s_at	1.3	ps
226064_s_at	1.3	ps
1554943_at	1.3	ps
240045_at	1.3	ps
233955_x_at	1.3	ps
219615_s_at	1.3	ps
202016_at	1.3	ps
220056_at	1.3	ps
225666_at	1.3	ps
40837_at	1.3	ps
229623_at	1.3	ps
225915_at	1.3	ps
218454_at	1.3	ps
232322_x_at	1.3	ps
243495_s_at	1.3	ps
235984_at	1.3	ps
230626_at	1.3	ps
202295_s_at	1.3	ps
231667_at	1.3	ps
244825_at	1.3	ps
209504_s_at	1.3	ps
1556173_a_at	1.3	ps
205107_s_at	1.3	ps
228568_at	1.3	ps
205405_at	1.3	ps
212841_s_at	1.3	ps
213552_at	1.3	ps
201466_s_at	1.3	ps
1559078_at	1.3	ps
224516_s_at	1.3	ps
224835_at	1.3	ps
225496_s_at	1.3	ps
223044_at	1.3	ps
205848_at	1.3	ps
207414_s_at	1.3	ps
226039_at	1.3	ps
226599_at	1.3	ps
228762_at	1.3	ps
228562_at	1.3	ps
225914_s_at	1.3	ps
222451_s_at	1.3	ps
214833_at	1.3	ps
233486_at	1.3	ps
222996_s_at	1.3	ps
209218_at	1.3	ps
228503_at	1.3	ps
201911_s_at	1.3	ps
219194_at	1.3	ps
212070_at	1.3	ps
209610_s_at	1.3	ps
212771_at	1.3	ps
241682_at	1.3	ps
201416_at	1.3	ps
227393_at	1.3	ps
204624_at	1.3	ps
1569652_at	1.3	ps
212935_at	1.3	ps
225739_at	1.3	ps
239723_at	1.3	ps
235383_at	1.3	ps
202924_s_at	1.3	ps
220349_s_at	1.3	ps
235805_at	1.3	ps
216910_at	1.3	ps
212677_s_at	1.3	ps
201417_at	1.3	ps
213668_s_at	1.3	ps
205726_at	1.3	ps
227743_at	1.3	ps
231982_at	1.3	ps
35147_at	1.3	ps
224327_s_at	1.3	ps
227260_at	1.3	ps
204973_at	1.3	ps
212810_s_at	1.3	ps
201910_at	1.3	ps
239653_at	1.3	ps
212611_at	1.3	ps
214614_at	1.3	ps
230250_at	1.3	ps
232914_s_at	1.3	ps
215702_s_at	1.3	ps
204294_at	1.3	ps
226805_at	1.3	ps
227706_at	1.3	ps
228433_at	1.3	ps
238148_s_at	1.3	ps
215559_at	1.3	ps
204431_at	1.3	ps
201795_at	1.3	ps
220357_s_at	1.3	ps
226335_at	1.3	ps
212811_x_at	1.3	ps
1555993_at	1.3	ps
232977_x_at	1.3	ps
237269_at	1.3	ps
204394_at	1.3	ps
233177_s_at	1.3	ps
223541_at	1.3	ps
229372_at	1.3	ps
208767_s_at	1.3	ps
231311_at	1.3	ps
222774_s_at	1.3	ps
212686_at	1.3	ps
214039_s_at	1.3	ps
208029_s_at	1.3	ps
204447_at	1.3	ps
223381_at	1.3	ps
226980_at	1.3	ps
201890_at	1.3	ps
204956_at	1.3	ps
204641_at	1.3	ps
216521_s_at	1.3	ps
244407_at	1.3	ps
214751_at	1.3	ps
219306_at	1.3	ps
227829_at	1.3	ps
242053_at	1.3	ps
222922_at	1.3	ps
235363_at	1.3	ps
222906_at	1.3	ps
204146_at	1.3	ps
228171_s_at	1.3	ps
230312_at	1.3	ps
243018_at	1.3	ps
225295_at	1.3	ps
218424_s_at	1.3	ps
223092_at	1.3	ps
1554452_a_at	1.3	ps
220840_s_at	1.3	ps
223575_at	1.3	ps
201897_s_at	1.3	ps
228191_at	1.3	ps
218507_at	1.3	ps
224336_s_at	1.3	ps
223038_s_at	1.3	ps
222077_s_at	1.3	ps
201582_at	1.3	ps
218984_at	1.3	ps
236967_at	1.3	ps
203228_at	1.3	ps
203432_at	1.3	ps
227921_at	1.3	ps
234635_at	1.3	ps
222258_s_at	1.3	ps
1554271_a_at	1.3	ps
223122_s_at	1	ps
203980_at	1	ps
223121_s_at	1	ps
203649_s_at	1	ps
209875_s_at	1	ps
201496_x_at	1	ps
212730_at	1	ps
209613_s_at	1	ps
202222_s_at	1	ps
204457_s_at	1	ps
205242_at	1	ps
227662_at	1	ps
217428_s_at	1	ps
202037_s_at	1	ps
207175_at	1	ps
205941_s_at	1	ps
227826_s_at	1	ps
225720_at	1	ps
202274_at	1	ps
209612_s_at	1	ps
225895_at	1	ps
201497_x_at	1	ps
227827_at	1	ps
209763_at	1	ps
228202_at	1	ps
204051_s_at	1	ps
203951_at	1	ps
210302_s_at	1	ps
209687_at	1	ps
202992_at	1	ps
227061_at	1	ps
206439_at	1	ps
202437_s_at	1	ps
229152_at	1	ps
209125_at	1	ps
223987_at	1	ps
202436_s_at	1	ps
228592_at	1	ps
204939_s_at	1	ps
208131_s_at	1	ps
202363_at	1	ps
37892_at	1	ps
213764_s_at	1	ps
209541_at	1	ps
202920_at	1	ps
204719_at	1	ps
225987_at	1	ps
204940_at	1	ps
221019_s_at	1	ps
225242_s_at	1	ps
205713_s_at	1	ps
226695_at	1	ps
201645_at	1	ps
204052_s_at	1	ps
221667_s_at	1	ps
222722_at	1	ps
223395_at	1	ps
214768_x_at	1	ps
204938_s_at	1	ps
219087_at	1	ps
225721_at	1	ps
216576_x_at	1	ps
215176_x_at	1	ps
202291_s_at	1	ps
218468_s_at	1	ps
238751_at	1	ps
204320_at	1	ps
211645_x_at	1	ps
210299_s_at	1	ps
216491_x_at	1	ps
232458_at	1	ps
214027_x_at	1	ps
1555778_a_at	1	ps
213765_at	1	ps
209540_at	1	ps
201525_at	1	ps
218469_at	1	ps
204955_at	1	ps
207317_s_at	1	ps
228750_at	1	ps
234764_x_at	1	ps
226303_at	1	ps
226930_at	1	ps
232113_at	1	ps
201058_s_at	1	ps
228766_at	1	ps
202555_s_at	1	ps
205433_at	1	ps
222043_at	1	ps
213994_s_at	1	ps
202917_s_at	1	ps
205624_at	1	ps
206227_at	1	ps
232298_at	1	ps
1552309_a_at	1	ps
201348_at	1	ps
32128_at	1	ps
229800_at	1	ps
211644_x_at	1	ps
205547_s_at	1	ps
205267_at	1	ps
225782_at	1	ps
217767_at	1	ps
205382_s_at	1	ps
225381_at	1	ps
205943_at	1	ps
228504_at	1	ps
223623_at	1	ps
211643_x_at	1	ps
210072_at	1	ps
209948_at	1	ps
201540_at	1	ps
203083_at	1	ps
226834_at	1	ps
213943_at	1	ps
207961_x_at	1	ps
229947_at	1	ps
209924_at	1	ps
206577_at	1	ps
226103_at	1	ps
238623_at	1	ps
204424_s_at	1	ps
218087_s_at	1	ps
210133_at	1	ps
209758_s_at	1	ps
226777_at	1	ps
215446_s_at	1	ps
208791_at	1	ps
221584_s_at	1	ps
228186_s_at	1	ps
216401_x_at	1	ps
208335_s_at	1	ps
221748_s_at	1	ps
217967_s_at	1	ps
1555724_s_at	1	ps
212992_at	1	ps
202995_s_at	1	ps
211597_s_at	1	ps
213371_at	1	ps
203645_s_at	1	ps
212187_x_at	1	ps
216005_at	1	ps
209335_at	1	ps
217378_x_at	1	ps
205475_at	1	ps
203766_s_at	1	ps
208792_s_at	1	ps
209436_at	1	ps
237206_at	1	ps
203819_s_at	1	ps
211634_x_at	1	ps
201141_at	1	ps
229400_at	1	ps
217148_x_at	1	ps
211748_x_at	1	ps
228640_at	1	ps
203305_at	1	ps
204894_s_at	1	ps
221872_at	1	ps
213993_at	1	ps
227566_at	1	ps
213790_at	1	ps
202435_s_at	1	ps
211896_s_at	1	ps
225688_s_at	1	ps
209555_s_at	1	ps
226237_at	1	ps
205100_at	1	ps
204748_at	1	ps
202994_s_at	1	ps
229218_at	1	ps
238481_at	1	ps
209395_at	1	ps
219607_s_at	1	ps
216207_x_at	1	ps
219410_at	1	ps
226545_at	1	ps
225442_at	1	ps
217281_x_at	1	ps
214505_s_at	1	ps
227058_at	1	ps
209406_at	1	ps
228885_at	1	ps
209283_at	1	ps
213068_at	1	ps
206026_s_at	1	ps
201430_s_at	1	ps
215049_x_at	1	ps
225894_at	1	ps
205700_at	1	ps
210517_s_at	1	ps
216560_x_at	1	ps
227727_at	1	ps
1558828_s_at	1	ps
223565_at	1	ps
225241_at	1	ps
210809_s_at	1	ps
216510_x_at	1	ps
203915_at	1	ps
225681_at	1	ps
227529_s_at	1	ps
224352_s_at	1	ps
216853_x_at	1	ps
227236_at	1	ps
209167_at	1	ps
219778_at	1	ps
204083_s_at	1	ps
227623_at	1	ps
203296_s_at	1	ps
204438_at	1	ps
211637_x_at	1	ps
227530_at	1	ps
229802_at	1	ps
210170_at	1	ps
235183_at	1	ps
214091_s_at	1	ps
226311_at	1	ps
205207_at	1	ps
204533_at	1	ps
209621_s_at	1	ps
235201_at	1	ps
204069_at	1	ps
205357_s_at	1	ps
222717_at	1	ps
202499_s_at	1	ps
236044_at	1	ps
209396_s_at	1	ps
205422_s_at	1	ps
209170_s_at	1	ps
37512_at	1	ps
216598_s_at	1	ps
212671_s_at	1	ps
217157_x_at	1	ps
202768_at	1	ps
206898_at	1	ps
206488_s_at	1	ps
209469_at	1	ps
235503_at	1	ps
201792_at	1	ps
229339_at	1	ps
238592_at	1	ps
218730_s_at	1	ps
211813_x_at	1	ps
222088_s_at	1	ps
209959_at	1	ps
213413_at	1	ps
215214_at	1	ps
206513_at	1	ps
224823_at	1	ps
201431_s_at	1	ps
202310_s_at	1	ps
234884_x_at	1	ps
226517_at	1	ps
212464_s_at	1	ps
201843_s_at	1	ps
226084_at	1	ps
229479_at	1	ps
212865_s_at	1	ps
203153_at	1	ps
217179_x_at	1	ps
209278_s_at	1	ps
227084_at	1	ps
243278_at	1	ps
221276_s_at	1	ps
235182_at	1	ps
201893_x_at	1	ps
211798_x_at	1	ps
205226_at	1	ps
222877_at	1	ps
203820_s_at	1	ps
206641_at	1	ps
202388_at	1	ps
203680_at	1	ps
209210_s_at	1	ps
200795_at	1	ps
214973_x_at	1	ps
217966_s_at	1	ps
212354_at	1	ps
222288_at	1	ps
209955_s_at	1	ps
1554741_s_at	1	ps
221942_s_at	1	ps
215646_s_at	1	ps
225990_at	1	ps
230087_at	1	ps
217258_x_at	1	ps
203381_s_at	1	ps
225285_at	1	ps
202238_s_at	1	ps
216442_x_at	1	ps
228802_at	1	ps
206115_at	1	ps
224663_s_at	1	ps
