acc	subtype	type
11155	1	entrez
11037	1	entrez
1193	1	entrez
3676	1	entrez
54587	1	entrez
80114	1	entrez
1268	1	entrez
23114	1	entrez
92689	1	entrez
25992	1	entrez
9890	1	entrez
91316	1	entrez
50486	1	entrez
915	1	entrez
2078	1	entrez
6444	1	entrez
6039	1	entrez
187	1	entrez
55742	1	entrez
5179	1	entrez
91543	1	entrez
3075	1	entrez
11213	1	entrez
3752	1	entrez
131566	1	entrez
80342	1	entrez
221981	1	entrez
131578	1	entrez
4818	1	entrez
6750	1	entrez
2774	1	entrez
375057	1	entrez
5733	1	entrez
7291	1	entrez
57188	1	entrez
6355	1	entrez
4213	1	entrez
23432	1	entrez
57194	1	entrez
1464	1	entrez
6865	1	entrez
10235	1	entrez
3142	1	entrez
10561	1	entrez
9509	1	entrez
2210	1	entrez
1215	1	entrez
1295	1	entrez
5551	1	entrez
3514	1	entrez
85458	1	entrez
4481	1	entrez
100509635	1	entrez
55816	1	entrez
3495	1	entrez
1759	1	entrez
56271	1	entrez
9077	1	entrez
26010	1	entrez
5322	1	entrez
971	1	entrez
3087	1	entrez
91353	1	entrez
9404	1	entrez
3913	1	entrez
28823	1	entrez
3537	1	entrez
6347	1	entrez
100423062	1	entrez
3108	1	entrez
283298	1	entrez
2	1	entrez
11031	1	entrez
718	1	entrez
51466	1	entrez
79901	1	entrez
53826	1	entrez
23621	1	entrez
116496	1	entrez
10580	1	entrez
56944	1	entrez
59342	1	entrez
51177	1	entrez
9240	1	entrez
712	1	entrez
65982	1	entrez
728392	1	entrez
29887	1	entrez
25959	1	entrez
26585	1	entrez
7227	1	entrez
9935	1	entrez
28986	1	entrez
29995	1	entrez
10186	1	entrez
51309	1	entrez
8436	1	entrez
56034	1	entrez
28984	1	entrez
56925	1	entrez
4969	1	entrez
54873	1	entrez
56967	1	entrez
55228	1	entrez
29940	1	entrez
7145	1	entrez
55843	1	entrez
2355	1	entrez
57088	1	entrez
57134	1	entrez
27129	1	entrez
23586	1	entrez
55084	1	entrez
55601	1	entrez
55281	1	entrez
57124	1	entrez
55790	1	entrez
4883	1	entrez
10894	1	entrez
54829	1	entrez
57419	1	entrez
79812	1	entrez
64123	1	entrez
64236	1	entrez
51285	1	entrez
51339	1	entrez
57758	1	entrez
57045	1	entrez
58494	1	entrez
55422	1	entrez
55273	1	entrez
55303	1	entrez
8877	1	entrez
55619	1	entrez
26577	1	entrez
80310	1	entrez
79953	1	entrez
79652	1	entrez
10365	1	entrez
56833	1	entrez
55704	1	entrez
55076	1	entrez
79633	1	entrez
54210	1	entrez
51705	1	entrez
58189	1	entrez
51816	1	entrez
79630	1	entrez
6614	1	entrez
51226	1	entrez
79686	1	entrez
55016	1	entrez
51365	1	entrez
29967	1	entrez
50515	1	entrez
64091	1	entrez
9200	1	entrez
79783	1	entrez
64231	1	entrez
79656	1	entrez
59353	1	entrez
56920	1	entrez
56895	1	entrez
57125	1	entrez
54209	1	entrez
9499	1	entrez
5101	1	entrez
50507	1	entrez
474344	1	entrez
23414	1	entrez
79804	1	entrez
79037	1	entrez
79413	1	entrez
51191	1	entrez
23601	1	entrez
53346	1	entrez
27123	1	entrez
4054	1	entrez
11096	1	entrez
9955	1	entrez
51334	1	entrez
26228	1	entrez
29802	1	entrez
728	1	entrez
84168	1	entrez
79772	1	entrez
79884	1	entrez
29931	1	entrez
54796	1	entrez
56999	1	entrez
79839	1	entrez
54855	1	entrez
389136	1	entrez
29951	1	entrez
11095	1	entrez
64175	1	entrez
55679	1	entrez
51715	1	entrez
81849	1	entrez
114899	1	entrez
81606	1	entrez
83439	1	entrez
81035	1	entrez
26960	1	entrez
60468	1	entrez
81493	1	entrez
51237	1	entrez
83468	1	entrez
58528	1	entrez
79365	1	entrez
83716	1	entrez
6646	1	entrez
51063	1	entrez
3778	1	entrez
9214	1	entrez
26353	1	entrez
1290	1	entrez
25960	1	entrez
30846	1	entrez
5918	1	entrez
1296	1	entrez
2115	1	entrez
57502	1	entrez
2982	1	entrez
5079	1	entrez
8642	1	entrez
23627	1	entrez
347902	1	entrez
9510	1	entrez
23704	1	entrez
79047	1	entrez
57823	1	entrez
22801	1	entrez
51209	1	entrez
7871	1	entrez
117247	1	entrez
83543	1	entrez
6423	1	entrez
51313	1	entrez
83706	1	entrez
83593	1	entrez
51062	1	entrez
58475	1	entrez
84662	1	entrez
26524	1	entrez
57616	1	entrez
25890	1	entrez
83478	1	entrez
56963	1	entrez
83690	1	entrez
10673	1	entrez
79930	1	entrez
2857	1	entrez
84417	1	entrez
84251	1	entrez
53831	1	entrez
51435	1	entrez
29965	1	entrez
3431	1	entrez
25884	1	entrez
11185	1	entrez
91653	1	entrez
9068	1	entrez
96610	1	entrez
1073	1	entrez
83416	1	entrez
64333	1	entrez
10335	1	entrez
89796	1	entrez
80315	1	entrez
58476	1	entrez
170954	1	entrez
5069	1	entrez
26115	1	entrez
54331	1	entrez
55205	1	entrez
55691	1	entrez
22808	1	entrez
151887	1	entrez
10085	1	entrez
586	1	entrez
55243	1	entrez
114907	1	entrez
714	1	entrez
399959	1	entrez
154810	1	entrez
122786	1	entrez
81704	1	entrez
6542	1	entrez
4133	1	entrez
8828	1	entrez
3977	1	entrez
85450	1	entrez
152007	1	entrez
7325	1	entrez
1303	1	entrez
115908	1	entrez
90102	1	entrez
59345	1	entrez
171024	1	entrez
92241	1	entrez
128077	1	entrez
221895	1	entrez
619208	1	entrez
25943	1	entrez
114990	1	entrez
94241	1	entrez
11228	1	entrez
166336	1	entrez
57494	1	entrez
164832	1	entrez
51088	1	entrez
140606	1	entrez
144165	1	entrez
22936	1	entrez
145567	1	entrez
55384	1	entrez
257106	1	entrez
4163	1	entrez
284252	1	entrez
5239	1	entrez
126393	1	entrez
83857	1	entrez
84460	1	entrez
4782	1	entrez
79745	1	entrez
89932	1	entrez
83937	1	entrez
118788	1	entrez
2321	1	entrez
127435	1	entrez
135228	1	entrez
5802	1	entrez
219285	1	entrez
134111	1	entrez
91526	1	entrez
25925	1	entrez
2702	1	entrez
56975	1	entrez
91607	1	entrez
25927	1	entrez
3433	1	entrez
387758	1	entrez
57198	1	entrez
152926	1	entrez
54757	1	entrez
219972	1	entrez
119587	1	entrez
5990	1	entrez
359845	1	entrez
3111	1	entrez
84624	1	entrez
81792	1	entrez
94274	1	entrez
22806	1	entrez
84935	1	entrez
10082	1	entrez
1837	1	entrez
8654	1	entrez
387763	1	entrez
130271	1	entrez
728264	1	entrez
26084	1	entrez
3899	1	entrez
1272	1	entrez
57713	1	entrez
10100	1	entrez
84668	1	entrez
388115	1	entrez
84898	1	entrez
85012	1	entrez
121457	1	entrez
338773	1	entrez
90139	1	entrez
10320	1	entrez
9953	1	entrez
165215	1	entrez
219348	1	entrez
29126	1	entrez
4907	1	entrez
100505881	1	entrez
143279	1	entrez
441631	1	entrez
781	1	entrez
493869	1	entrez
1879	1	entrez
140876	1	entrez
57484	1	entrez
3718	1	entrez
57631	1	entrez
56849	1	entrez
116535	1	entrez
54102	1	entrez
85004	1	entrez
2850	1	entrez
641700	1	entrez
285195	1	entrez
11245	1	entrez
56265	1	entrez
57722	1	entrez
5563	1	entrez
51676	1	entrez
1508	1	entrez
203447	1	entrez
387119	1	entrez
6657	1	entrez
256236	1	entrez
266812	1	entrez
168537	1	entrez
143903	1	entrez
79827	1	entrez
7042	1	entrez
1356	1	entrez
91351	1	entrez
1903	1	entrez
84870	1	entrez
4045	1	entrez
147906	1	entrez
64097	1	entrez
84230	1	entrez
23514	1	entrez
5010	1	entrez
144402	1	entrez
115701	1	entrez
170371	1	entrez
2681	1	entrez
27314	1	entrez
5592	1	entrez
130497	1	entrez
729359	1	entrez
100132891	1	entrez
117248	1	entrez
6332	1	entrez
54809	1	entrez
128346	1	entrez
1804	1	entrez
5241	1	entrez
10052	1	entrez
653464	1	entrez
27319	1	entrez
440823	1	entrez
116159	1	entrez
152137	1	entrez
83595	1	entrez
283208	1	entrez
79974	1	entrez
2977	1	entrez
192668	1	entrez
11149	1	entrez
90362	1	entrez
348093	1	entrez
285598	1	entrez
221303	1	entrez
7275	1	entrez
256691	1	entrez
639	1	entrez
100505746	1	entrez
8111	1	entrez
152330	1	entrez
163782	1	entrez
260436	1	entrez
146556	1	entrez
283209	1	entrez
93649	1	entrez
441168	1	entrez
3236	1	entrez
117581	1	entrez
169792	1	entrez
25817	1	entrez
257194	1	entrez
7069	1	entrez
54954	1	entrez
115572	1	entrez
813	1	entrez
51311	1	entrez
57158	1	entrez
120892	1	entrez
115362	1	entrez
100505702	1	entrez
147372	1	entrez
339260	1	entrez
56256	1	entrez
286530	1	entrez
91319	1	entrez
117289	1	entrez
1286	1	entrez
286133	1	entrez
126669	1	entrez
221935	1	entrez
51050	1	entrez
254956	1	entrez
220108	1	entrez
145270	1	entrez
27115	1	entrez
3090	1	entrez
116	1	entrez
93166	1	entrez
8832	1	entrez
2359	1	entrez
84627	1	entrez
6574	1	entrez
145581	1	entrez
9120	1	entrez
7903	1	entrez
54518	1	entrez
654466	1	entrez
115352	1	entrez
148741	1	entrez
4063	1	entrez
160428	1	entrez
8320	1	entrez
57451	1	entrez
3234	1	entrez
80177	1	entrez
84553	1	entrez
100628315	1	entrez
5648	1	entrez
860	1	entrez
92126	1	entrez
283383	1	entrez
401093	1	entrez
158295	1	entrez
120103	1	entrez
25939	1	entrez
221662	1	entrez
59269	1	entrez
140862	1	entrez
93986	1	entrez
643977	1	entrez
155038	1	entrez
727936	1	entrez
84868	1	entrez
57381	1	entrez
643837	1	entrez
140458	1	entrez
6546	1	entrez
27303	1	entrez
128553	1	entrez
944	1	entrez
83872	1	entrez
196051	1	entrez
81285	1	entrez
1030	1	entrez
1493	1	entrez
7046	1	entrez
401097	1	entrez
11174	1	entrez
116362	1	entrez
440836	1	entrez
286097	1	entrez
55083	1	entrez
775	1	entrez
552	1	entrez
147947	1	entrez
337876	1	entrez
100506451	1	entrez
647135	1	entrez
10135	1	entrez
401494	1	entrez
1378	1	entrez
100128252	1	entrez
64641	1	entrez
9902	1	entrez
50509	1	entrez
85352	1	entrez
57333	1	entrez
85477	2.1	entrez
54933	2.1	entrez
114769	2.1	entrez
192134	2.1	entrez
123036	2.1	entrez
10158	2.1	entrez
79949	2.1	entrez
83998	2.1	entrez
2530	2.1	entrez
4069	2.1	entrez
1604	2.1	entrez
146336	2.1	entrez
81693	2.1	entrez
140691	2.1	entrez
81621	2.1	entrez
7453	2.1	entrez
301	2.1	entrez
26286	2.1	entrez
28951	2.1	entrez
6284	2.1	entrez
4067	2.1	entrez
2634	2.1	entrez
8857	2.1	entrez
10788	2.1	entrez
2263	2.1	entrez
596	2.1	entrez
5266	2.1	entrez
5142	2.1	entrez
360	2.1	entrez
6484	2.1	entrez
412	2.1	entrez
10643	2.1	entrez
4217	2.1	entrez
1846	2.1	entrez
11015	2.1	entrez
5920	2.1	entrez
745	2.1	entrez
5284	2.1	entrez
4501	2.1	entrez
2152	2.1	entrez
8537	2.1	entrez
55	2.1	entrez
5144	2.1	entrez
51090	2.1	entrez
9760	2.1	entrez
4929	2.1	entrez
7033	2.1	entrez
7020	2.1	entrez
4583	2.1	entrez
3775	2.1	entrez
10384	2.1	entrez
5268	2.1	entrez
5734	2.1	entrez
1373	2.1	entrez
10020	2.1	entrez
2568	2.1	entrez
1396	2.1	entrez
283	2.1	entrez
10840	2.1	entrez
650	2.1	entrez
874	2.1	entrez
9957	2.1	entrez
11012	2.1	entrez
10578	2.1	entrez
6947	2.1	entrez
1776	2.1	entrez
10125	2.1	entrez
8876	2.1	entrez
1510	2.1	entrez
4246	2.1	entrez
3600	2.1	entrez
3670	2.1	entrez
2043	2.1	entrez
3606	2.1	entrez
3428	2.1	entrez
4496	2.1	entrez
2672	2.1	entrez
5732	2.1	entrez
8792	2.1	entrez
9194	2.1	entrez
445	2.1	entrez
54941	2.1	entrez
4582	2.1	entrez
863	2.1	entrez
10753	2.1	entrez
725	2.1	entrez
25816	2.1	entrez
10103	2.1	entrez
10551	2.1	entrez
8542	2.1	entrez
919	2.1	entrez
4843	2.1	entrez
11199	2.1	entrez
5321	2.1	entrez
2280	2.1	entrez
3373	2.1	entrez
775	2.1	entrez
4502	2.1	entrez
4493	2.1	entrez
90993	2.1	entrez
57211	2.1	entrez
30850	2.1	entrez
23228	2.1	entrez
27235	2.1	entrez
92689	2.1	entrez
116039	2.1	entrez
8492	2.1	entrez
80342	2.1	entrez
1946	2.1	entrez
4586	2.1	entrez
240	2.1	entrez
25803	2.1	entrez
7032	2.1	entrez
4494	2.1	entrez
51474	2.1	entrez
27075	2.1	entrez
10455	2.1	entrez
9240	2.1	entrez
55013	2.1	entrez
80150	2.1	entrez
51316	2.1	entrez
9064	2.1	entrez
55286	2.1	entrez
9245	2.1	entrez
80237	2.1	entrez
25837	2.1	entrez
64108	2.1	entrez
54809	2.1	entrez
80830	2.1	entrez
55521	2.1	entrez
56935	2.1	entrez
79642	2.1	entrez
55359	2.1	entrez
80323	2.1	entrez
11162	2.1	entrez
767	2.1	entrez
9314	2.1	entrez
80833	2.1	entrez
23563	2.1	entrez
84223	2.1	entrez
55603	2.1	entrez
400451	2.1	entrez
11000	2.1	entrez
30815	2.1	entrez
79644	2.1	entrez
63027	2.1	entrez
51527	2.1	entrez
56938	2.1	entrez
7546	2.1	entrez
9424	2.1	entrez
81786	2.1	entrez
84281	2.1	entrez
84102	2.1	entrez
84791	2.1	entrez
64333	2.1	entrez
113246	2.1	entrez
57620	2.1	entrez
81704	2.1	entrez
124936	2.1	entrez
284252	2.1	entrez
219285	2.1	entrez
129642	2.1	entrez
152926	2.1	entrez
54855	2.1	entrez
84632	2.1	entrez
57168	2.1	entrez
22806	2.1	entrez
166929	2.1	entrez
26084	2.1	entrez
9953	2.1	entrez
94121	2.1	entrez
55304	2.1	entrez
148170	2.1	entrez
387119	2.1	entrez
155465	2.1	entrez
142678	2.1	entrez
130576	2.1	entrez
153579	2.1	entrez
4939	2.1	entrez
5874	2.1	entrez
100506100	2.1	entrez
494514	2.1	entrez
400566	2.1	entrez
79682	2.1	entrez
153	2.1	entrez
645638	2.1	entrez
257019	2.1	entrez
199964	2.1	entrez
5083	2.1	entrez
22807	2.1	entrez
84189	2.1	entrez
3760	2.1	entrez
120103	2.1	entrez
643977	2.1	entrez
84976	2.1	entrez
645431	2.1	entrez
440836	2.1	entrez
3659	2.1	entrez
56477	2.1	entrez
79148	2.1	entrez
338557	2.1	entrez
23327	2.1	entrez
4152	2.1	entrez
145788	2.1	entrez
100996583	2.1	entrez
90203	2.2	entrez
1056	2.2	entrez
875	2.2	entrez
169981	2.2	entrez
84899	2.2	entrez
1499	2.2	entrez
29923	2.2	entrez
7429	2.2	entrez
23261	2.2	entrez
55757	2.2	entrez
2786	2.2	entrez
30811	2.2	entrez
8675	2.2	entrez
150538	2.2	entrez
346389	2.2	entrez
55905	2.2	entrez
2971	2.2	entrez
26227	2.2	entrez
8933	2.2	entrez
664	2.2	entrez
10160	2.2	entrez
6480	2.2	entrez
3475	2.2	entrez
5326	2.2	entrez
4354	2.2	entrez
2744	2.2	entrez
10257	2.2	entrez
9882	2.2	entrez
8614	2.2	entrez
22837	2.2	entrez
8659	2.2	entrez
1756	2.2	entrez
6919	2.2	entrez
23475	2.2	entrez
8884	2.2	entrez
65055	2.2	entrez
4037	2.2	entrez
5509	2.2	entrez
3897	2.2	entrez
1299	2.2	entrez
9767	2.2	entrez
357	2.2	entrez
26747	2.2	entrez
5723	2.2	entrez
3757	2.2	entrez
8309	2.2	entrez
5324	2.2	entrez
3092	2.2	entrez
27286	2.2	entrez
23708	2.2	entrez
4846	2.2	entrez
2159	2.2	entrez
11069	2.2	entrez
5053	2.2	entrez
2069	2.2	entrez
1820	2.2	entrez
8382	2.2	entrez
55888	2.2	entrez
7512	2.2	entrez
7639	2.2	entrez
11156	2.2	entrez
55634	2.2	entrez
4935	2.2	entrez
51066	2.2	entrez
1555	2.2	entrez
8904	2.2	entrez
5754	2.2	entrez
6564	2.2	entrez
53820	2.2	entrez
1057	2.2	entrez
58530	2.2	entrez
8473	2.2	entrez
430	2.2	entrez
8573	2.2	entrez
114876	2.2	entrez
546	2.2	entrez
4758	2.2	entrez
7105	2.2	entrez
2887	2.2	entrez
18	2.2	entrez
6509	2.2	entrez
10656	2.2	entrez
5243	2.2	entrez
53335	2.2	entrez
8908	2.2	entrez
4752	2.2	entrez
9777	2.2	entrez
23509	2.2	entrez
219654	2.2	entrez
23078	2.2	entrez
92249	2.2	entrez
23314	2.2	entrez
5789	2.2	entrez
4213	2.2	entrez
1131	2.2	entrez
6641	2.2	entrez
10426	2.2	entrez
3219	2.2	entrez
56937	2.2	entrez
26071	2.2	entrez
9448	2.2	entrez
11083	2.2	entrez
80209	2.2	entrez
64781	2.2	entrez
65998	2.2	entrez
55323	2.2	entrez
10763	2.2	entrez
60436	2.2	entrez
6322	2.2	entrez
10451	2.2	entrez
51741	2.2	entrez
79605	2.2	entrez
65986	2.2	entrez
80183	2.2	entrez
80095	2.2	entrez
79442	2.2	entrez
64772	2.2	entrez
81575	2.2	entrez
51085	2.2	entrez
26249	2.2	entrez
8642	2.2	entrez
51114	2.2	entrez
50804	2.2	entrez
54749	2.2	entrez
55425	2.2	entrez
57412	2.2	entrez
84707	2.2	entrez
89796	2.2	entrez
550643	2.2	entrez
151613	2.2	entrez
63939	2.2	entrez
159090	2.2	entrez
112858	2.2	entrez
95681	2.2	entrez
57685	2.2	entrez
388796	2.2	entrez
81617	2.2	entrez
57216	2.2	entrez
145567	2.2	entrez
1184	2.2	entrez
55529	2.2	entrez
92312	2.2	entrez
9584	2.2	entrez
2686	2.2	entrez
80336	2.2	entrez
3920	2.2	entrez
128486	2.2	entrez
57539	2.2	entrez
85460	2.2	entrez
4773	2.2	entrez
80110	2.2	entrez
59084	2.2	entrez
84141	2.2	entrez
116154	2.2	entrez
162972	2.2	entrez
1993	2.2	entrez
256714	2.2	entrez
91614	2.2	entrez
27330	2.2	entrez
6533	2.2	entrez
144245	2.2	entrez
729680	2.2	entrez
2863	2.2	entrez
114818	2.2	entrez
85407	2.2	entrez
23305	2.2	entrez
254427	2.2	entrez
57507	2.2	entrez
51691	2.2	entrez
83879	2.2	entrez
64849	2.2	entrez
3172	2.2	entrez
341640	2.2	entrez
389434	2.2	entrez
27283	2.2	entrez
283375	2.2	entrez
27143	2.2	entrez
441027	2.2	entrez
57711	2.2	entrez
346606	2.2	entrez
143458	2.2	entrez
644283	2.2	entrez
79805	2.2	entrez
163183	2.2	entrez
84874	2.2	entrez
100113407	2.2	entrez
9852	2.2	entrez
127294	2.2	entrez
80777	2.2	entrez
644943	2.2	entrez
80704	2.2	entrez
654342	2.2	entrez
100132406	2.2	entrez
653687	2.2	entrez
7789	2.2	entrez
9643	2.2	entrez
57477	2.2	entrez
81544	2.2	entrez
2049	2	entrez
283375	2	entrez
54443	2	entrez
89866	2	entrez
79258	2	entrez
158158	2	entrez
84899	2	entrez
2118	2	entrez
4085	2	entrez
7429	2	entrez
415117	2	entrez
64081	2	entrez
56924	2	entrez
79983	2	entrez
1033	2	entrez
285343	2	entrez
776	2	entrez
10903	2	entrez
388722	2	entrez
100288637	2	entrez
55349	2	entrez
4257	2	entrez
346389	2	entrez
646762	2	entrez
91860	2	entrez
481	2	entrez
7153	2	entrez
6652	2	entrez
7163	2	entrez
6241	2	entrez
332	2	entrez
4609	2	entrez
2065	2	entrez
9768	2	entrez
2305	2	entrez
9133	2	entrez
2877	2	entrez
991	2	entrez
9053	2	entrez
5326	2	entrez
6662	2	entrez
11065	2	entrez
10535	2	entrez
983	2	entrez
2591	2	entrez
890	2	entrez
4233	2	entrez
8836	2	entrez
7038	2	entrez
8659	2	entrez
701	2	entrez
5332	2	entrez
1525	2	entrez
1365	2	entrez
10529	2	entrez
990	2	entrez
5774	2	entrez
1050	2	entrez
8884	2	entrez
6790	2	entrez
5983	2	entrez
3291	2	entrez
10635	2	entrez
9920	2	entrez
2261	2	entrez
4128	2	entrez
3783	2	entrez
23046	2	entrez
2264	2	entrez
9156	2	entrez
3158	2	entrez
540	2	entrez
4751	2	entrez
993	2	entrez
9603	2	entrez
9493	2	entrez
4602	2	entrez
7272	2	entrez
2762	2	entrez
2705	2	entrez
9134	2	entrez
1080	2	entrez
440	2	entrez
1573	2	entrez
10083	2	entrez
25797	2	entrez
5357	2	entrez
5723	2	entrez
29899	2	entrez
27293	2	entrez
1644	2	entrez
6491	2	entrez
1111	2	entrez
1602	2	entrez
4488	2	entrez
722	2	entrez
140462	2	entrez
5608	2	entrez
1040	2	entrez
6519	2	entrez
415	2	entrez
10223	2	entrez
6296	2	entrez
1800	2	entrez
9914	2	entrez
1491	2	entrez
9837	2	entrez
9032	2	entrez
2984	2	entrez
9928	2	entrez
1045	2	entrez
27035	2	entrez
1044	2	entrez
66002	2	entrez
6523	2	entrez
1555	2	entrez
10	2	entrez
339	2	entrez
8856	2	entrez
55018	2	entrez
5308	2	entrez
27284	2	entrez
430	2	entrez
5318	2	entrez
1063	2	entrez
10279	2	entrez
312	2	entrez
7368	2	entrez
5468	2	entrez
100133941	2	entrez
3397	2	entrez
7105	2	entrez
688	2	entrez
563	2	entrez
2048	2	entrez
699	2	entrez
57228	2	entrez
1015	2	entrez
11187	2	entrez
57405	2	entrez
23657	2	entrez
5208	2	entrez
22974	2	entrez
5603	2	entrez
3170	2	entrez
26013	2	entrez
53335	2	entrez
2172	2	entrez
2524	2	entrez
22996	2	entrez
4752	2	entrez
6819	2	entrez
622	2	entrez
58495	2	entrez
4288	2	entrez
11163	2	entrez
27346	2	entrez
57460	2	entrez
10562	2	entrez
23108	2	entrez
22941	2	entrez
25945	2	entrez
92211	2	entrez
23314	2	entrez
26035	2	entrez
11339	2	entrez
9487	2	entrez
23086	2	entrez
4610	2	entrez
23120	2	entrez
25924	2	entrez
1577	2	entrez
130	2	entrez
8991	2	entrez
891	2	entrez
675	2	entrez
27324	2	entrez
9725	2	entrez
57876	2	entrez
3655	2	entrez
10950	2	entrez
79184	2	entrez
2918	2	entrez
1829	2	entrez
9055	2	entrez
51203	2	entrez
57111	2	entrez
10053	2	entrez
51703	2	entrez
24137	2	entrez
80209	2	entrez
54463	2	entrez
55165	2	entrez
51514	2	entrez
26499	2	entrez
64151	2	entrez
55638	2	entrez
54894	2	entrez
10112	2	entrez
54836	2	entrez
55612	2	entrez
10451	2	entrez
64757	2	entrez
55765	2	entrez
53832	2	entrez
54845	2	entrez
79170	2	entrez
55872	2	entrez
55630	2	entrez
55540	2	entrez
23554	2	entrez
56992	2	entrez
79977	2	entrez
80004	2	entrez
79574	2	entrez
55286	2	entrez
55839	2	entrez
79838	2	entrez
54863	2	entrez
55512	2	entrez
29842	2	entrez
63898	2	entrez
1894	2	entrez
259266	2	entrez
51361	2	entrez
79733	2	entrez
58985	2	entrez
54866	2	entrez
3070	2	entrez
54566	2	entrez
55635	2	entrez
100289410	2	entrez
64922	2	entrez
79962	2	entrez
54830	2	entrez
79782	2	entrez
23624	2	entrez
55124	2	entrez
29968	2	entrez
29974	2	entrez
11132	2	entrez
83461	2	entrez
51659	2	entrez
54478	2	entrez
79814	2	entrez
84900	2	entrez
4173	2	entrez
9076	2	entrez
8313	2	entrez
64105	2	entrez
28982	2	entrez
10008	2	entrez
5169	2	entrez
30061	2	entrez
10809	2	entrez
57530	2	entrez
83540	2	entrez
29785	2	entrez
26996	2	entrez
9075	2	entrez
57670	2	entrez
84708	2	entrez
84057	2	entrez
27283	2	entrez
55040	2	entrez
83879	2	entrez
113130	2	entrez
84706	2	entrez
146223	2	entrez
389831	2	entrez
84152	2	entrez
84988	2	entrez
4645	2	entrez
83699	2	entrez
3149	2	entrez
29128	2	entrez
151354	2	entrez
140707	2	entrez
57475	2	entrez
100861532	2	entrez
89958	2	entrez
128218	2	entrez
113802	2	entrez
149175	2	entrez
9066	2	entrez
1184	2	entrez
84133	2	entrez
147798	2	entrez
2122	2	entrez
85315	2	entrez
57224	2	entrez
957	2	entrez
85462	2	entrez
26164	2	entrez
201161	2	entrez
53354	2	entrez
92421	2	entrez
128486	2	entrez
642273	2	entrez
81706	2	entrez
254887	2	entrez
222171	2	entrez
55789	2	entrez
115677	2	entrez
196410	2	entrez
119391	2	entrez
7464	2	entrez
112609	2	entrez
55971	2	entrez
9185	2	entrez
220963	2	entrez
7976	2	entrez
80201	2	entrez
5618	2	entrez
387695	2	entrez
135932	2	entrez
59084	2	entrez
59352	2	entrez
129293	2	entrez
100507312	2	entrez
55010	2	entrez
144455	2	entrez
57221	2	entrez
113115	2	entrez
349565	2	entrez
55771	2	entrez
57082	2	entrez
57619	2	entrez
84451	2	entrez
6097	2	entrez
81620	2	entrez
729680	2	entrez
388743	2	entrez
81624	2	entrez
2863	2	entrez
56704	2	entrez
65266	2	entrez
22874	2	entrez
57669	2	entrez
3549	2	entrez
127845	2	entrez
148418	2	entrez
128239	2	entrez
195828	2	entrez
196996	2	entrez
5550	2	entrez
374383	2	entrez
573	2	entrez
119467	2	entrez
5255	2	entrez
388341	2	entrez
401546	2	entrez
254427	2	entrez
151246	2	entrez
389084	2	entrez
143689	2	entrez
10110	2	entrez
3172	2	entrez
140883	2	entrez
222643	2	entrez
389434	2	entrez
117177	2	entrez
64946	2	entrez
439949	2	entrez
157860	2	entrez
83992	2	entrez
222584	2	entrez
3174	2	entrez
57643	2	entrez
254057	2	entrez
151009	2	entrez
153562	2	entrez
138065	2	entrez
84612	2	entrez
163183	2	entrez
83990	2	entrez
100289255	2	entrez
159371	2	entrez
124975	2	entrez
6469	2	entrez
123099	2	entrez
54810	2	entrez
158402	2	entrez
151827	2	entrez
387921	2	entrez
100505989	2	entrez
127294	2	entrez
79056	2	entrez
100505946	2	entrez
644943	2	entrez
283431	2	entrez
8792	2	entrez
101060264	2	entrez
79730	2	entrez
730102	2	entrez
728342	2	entrez
100505633	2	entrez
80055	2	entrez
2650	2	entrez
100506860	2	entrez
100289274	2	entrez
145741	2	entrez
440603	2	entrez
83856	2	entrez
400643	2	entrez
54852	2	entrez
100874032	2	entrez
150209	2	entrez
51302	2	entrez
1951	2	entrez
201496_x_at	1.1	ps
212805_at	1.1	ps
207961_x_at	1.1	ps
237206_at	1.1	ps
228504_at	1.1	ps
209948_at	1.1	ps
229649_at	1.1	ps
209469_at	1.1	ps
219478_at	1.1	ps
235649_at	1.1	ps
206898_at	1.1	ps
209470_s_at	1.1	ps
205795_at	1.1	ps
226047_at	1.1	ps
205935_at	1.1	ps
206637_at	1.1	ps
229530_at	1.1	ps
218418_s_at	1.1	ps
229024_at	1.1	ps
227235_at	1.1	ps
204466_s_at	1.1	ps
1559477_s_at	1.1	ps
203881_s_at	1.1	ps
242447_at	1.1	ps
212148_at	1.1	ps
218353_at	1.1	ps
204364_s_at	1.1	ps
218541_s_at	1.1	ps
1555725_a_at	1.1	ps
212151_at	1.1	ps
209071_s_at	1.1	ps
209070_s_at	1.1	ps
204365_s_at	1.1	ps
226435_at	1.1	ps
206070_s_at	1.1	ps
206116_s_at	1.1	ps
244745_at	1.1	ps
226322_at	1.1	ps
203549_s_at	1.1	ps
219132_at	1.1	ps
227618_at	1.1	ps
203799_at	1.1	ps
228396_at	1.1	ps
217617_at	1.1	ps
205833_s_at	1.1	ps
222357_at	1.1	ps
209613_s_at	1.1	ps
209612_s_at	1.1	ps
218087_s_at	1.1	ps
223987_at	1.1	ps
232298_at	1.1	ps
229339_at	1.1	ps
202992_at	1.1	ps
228202_at	1.1	ps
204719_at	1.1	ps
205475_at	1.1	ps
228885_at	1.1	ps
222717_at	1.1	ps
204939_s_at	1.1	ps
225894_at	1.1	ps
222513_s_at	1.1	ps
204940_at	1.1	ps
208335_s_at	1.1	ps
